wafer_id,die_row,die_col,label,spatial_row_norm,spatial_col_norm,spatial_radial_dist,spatial_radial_dist_sq,spatial_top_edge_dist,spatial_bottom_edge_dist,spatial_left_edge_dist,spatial_right_edge_dist,spatial_min_edge_dist,spatial_neigh_valid_count_3x3,spatial_neigh_old_fail_count_3x3,spatial_neigh_old_fail_density_3x3,spatial_neigh_valid_count_5x5,spatial_neigh_old_fail_count_5x5,spatial_neigh_old_fail_density_5x5,spatial_neigh_valid_count_7x7,spatial_neigh_old_fail_count_7x7,spatial_neigh_old_fail_density_7x7,spatial_nearest_old_fail_dist,spatial_total_shap
W_F_0014,1,15,1,0.0,0.0,0.051824942241225906,0.0012650226423110802,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.00261143710347077,0.0,-0.0006920920866956647,-0.0007976205121286453,0.0,0.04949620425880412
W_F_0014,1,21,1,0.0,0.0,0.042581046205057115,0.004840107139667828,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,-0.001988955958653876,0.0,-0.0006920920866956647,-0.004480321204181502,0.0,0.04099987069978806
W_F_0014,3,10,1,0.0,0.0,0.02252362019501032,0.0011690747318160936,0.0,0.0,0.0,0.0,0.0005107217399381664,0.0,0.0,0.0,0.0,0.0,0.008697254601085572,0.0,0.003923085543874002,0.019239435060536946,0.0,0.056063191872261095
W_F_0014,3,13,1,0.0,0.0,0.025895557876075614,0.0018033221572688737,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,0.00971049592216741,0.0,0.003923085543874002,0.0011664678490109553,0.0,0.04300631842595907
W_F_0014,4,16,1,0.0,0.0,0.04508080261467708,0.0010665244190774126,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,-0.0013691264518809656,0.0,-0.0006920920866956647,-0.004638865667964681,0.0,0.04018732943180734
W_F_0014,5,7,1,0.0,0.0,0.04998880878072278,0.0009737925257174331,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,0.026731612007347617,0.0,0.003923085543874002,0.021017941087691203,0.0,0.1033753265499472
W_F_0014,5,13,0,0.0,0.0,0.03567867662407894,0.0015839526576520032,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.00894608716296913,0.0,0.003923085543874002,-0.0016245620285958782,0.0,0.031122454711602146
W_F_0014,5,14,0,0.0,0.0,0.04177603892235355,0.004309855077732797,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,-0.0032929701370777854,0.0,0.003923085543874002,-0.00043498387789124245,0.0,0.04702111213358548
W_F_0014,5,18,1,0.0,0.0,0.001974465259622312,0.0027531973425042548,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.0032281347609145754,0.0,-0.0006920920866956647,-0.001866775438731848,0.0,-0.0005519506066533121
W_F_0014,5,25,0,0.0,0.0,0.03583359315644767,0.00155336604351668,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.0027573121667171375,0.0,-0.0006920920866956647,-0.003320512050003781,0.0,0.031124431974109978
W_F_0014,6,21,0,0.0,0.0,-0.01775704162171555,0.0006773846129783457,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.002923860609346154,0.0,-0.0006920920866956647,-0.0042102945414819876,0.0,-0.025136409333538542
W_F_0014,6,32,0,0.0,0.0,0.04723733166116039,0.0028040765143897213,0.0,0.0,0.0,0.0,-0.00015906781518297468,0.0,0.0,0.0,0.0,0.0,0.010211434695108193,0.0,0.003923085543874002,0.046804367045655555,0.0,0.11082122764500488
W_F_0014,7,14,1,0.0,0.0,-0.001643901138336261,0.0012362678097695748,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0017559794289125391,0.0,0.003923085543874002,0.0002645107779281348,0.0,0.0017934784770453815
W_F_0014,8,32,1,0.0,0.0,0.02825386879802474,0.0013129181813410665,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.002497778354726578,0.0,0.003923085543874002,0.04483757588828366,0.0,0.07567164022234085
W_F_0014,8,34,1,0.0,0.0,0.029423363657805814,0.003008165143440587,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,0.023877504901186383,0.0,0.003923085543874002,0.035001891708909987,0.0,0.09597409755981093
W_F_0014,9,22,1,0.0,0.0,-0.04068406314011958,0.0014374022738140979,0.0,0.0,0.0,0.0,-0.00011986354306593903,0.0,0.0,0.0,0.0,0.0,-0.0009668942063879793,0.0,-0.0006920920866956647,-0.003943961429580665,0.0,-0.044969472132035726
W_F_0014,9,24,0,0.0,0.0,-0.007714564504143577,0.0028358412374750136,0.0,0.0,0.0,0.0,-0.00015906781518297468,0.0,0.0,0.0,0.0,0.0,-0.001968038139827028,0.0,-0.0006920920866956647,-0.003272052732210373,0.0,-0.010969974040584604
W_F_0014,10,13,0,0.0,0.0,-0.01666968171391751,0.004578202347936024,0.0,0.0,0.0,0.0,-0.00011986354306593903,0.0,0.0,0.0,0.0,0.0,0.036120291268580955,0.0,0.003923085543874002,0.035135127738104975,0.0,0.0629671616415125
W_F_0014,11,12,0,0.0,0.0,-0.006395160034199743,0.0009941039718996268,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.013028121990037583,0.0,0.003923085543874002,0.03872231536494366,0.0,0.02398571776920243
W_F_0014,12,12,0,0.0,0.0,-0.029032865868700037,0.001115490569201019,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,0.033496502730421804,0.0,0.003923085543874002,0.04895220454948566,0.0,0.058223912437004914
W_F_0014,12,15,1,0.0,0.0,-0.040713678765430424,0.0007969751866460657,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,0.020571800238630478,0.0,0.003923085543874002,0.029234628344874416,0.0,0.0136547807141385
W_F_0014,12,33,1,0.0,0.0,0.029321532835783638,0.0012852217242035717,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.0029438143577444936,0.0,-0.0006920920866956647,-0.0017815330412662526,0.0,0.025031285239824765
W_F_0014,13,2,1,0.0,0.0,0.04013084584223089,0.0012296179154688593,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.003581824023510109,0.0,0.003923085543874002,0.020489666788379383,0.0,0.06269878114400523
W_F_0014,13,12,1,0.0,0.0,-0.019889138246940313,0.003444130024175775,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,0.00857730001757684,0.0,0.003923085543874002,-0.0003894552674045898,0.0,-0.004492107763174317
W_F_0014,13,18,1,0.0,0.0,-0.07894575341547243,-0.003687888144209291,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,0.012284028439529259,0.0,-0.0006920920866956647,-0.0029523257082401137,0.0,-0.07422453600236577
W_F_0014,13,36,1,0.0,0.0,0.04004128113265385,0.0007721937962323283,0.0,0.0,0.0,0.0,0.0005107217399381664,0.0,0.0,0.0,0.0,0.0,-0.002747622611376413,0.0,-0.0006920920866956647,-0.0016298247246482695,0.0,0.036254657246104
W_F_0014,13,37,1,0.0,0.0,0.03262244068652733,0.0022714666925211717,0.0,0.0,0.0,0.0,0.00038484791659062085,0.0,0.0,0.0,0.0,0.0,0.012569387976857983,0.0,-0.0006920920866956647,0.029397376306494073,0.0,0.07655342749229552
W_F_0014,14,11,1,0.0,0.0,-0.02292507369713778,0.0013949831425250487,0.0,0.0,0.0,0.0,-0.00015906781518297468,0.0,0.0,0.0,0.0,0.0,-0.0008414231980100727,0.0,0.003923085543874002,-0.003446978926478908,0.0,-0.02205447495041068
W_F_0014,14,24,0,0.0,0.0,-0.0633508108266486,-0.004497175523885343,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.003057954389695258,0.0,-0.0006920920866956647,-0.0039040581851131828,0.0,-0.07573259609931558
W_F_0014,14,34,1,0.0,0.0,0.03896124195578823,0.0006039127072023611,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.00045638094253000927,0.0,-0.0006920920866956647,-0.003396017612612613,0.0,0.03552805309871451
W_F_0014,14,37,0,0.0,0.0,0.045067870151806876,0.0010823891571219632,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,0.016274003267671817,0.0,-0.0006920920866956647,-0.002375217653808468,0.0,0.06009703944069068
W_F_0014,15,4,1,0.0,0.0,0.025993006610571613,0.0019512912692454128,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,-0.006749673058393439,0.0,0.003923085543874002,0.026461179961066356,0.0,0.052318976930958105
W_F_0014,15,8,1,0.0,0.0,0.0030314939562235475,0.0006649687753335245,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0009493727248046833,0.0,0.003923085543874002,-0.0038365433626740275,0.0,0.0026031271006748333
W_F_0014,15,32,1,0.0,0.0,0.0013489251014585537,0.0007307973198226958,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.002018667574618312,0.0,-0.0006920920866956647,-0.00391616308477291,0.0,-0.004777705412083168
W_F_0014,16,13,1,0.0,0.0,-0.076081880751371,-0.00461947418644694,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.0008689652458726365,0.0,-0.0006920920866956647,-0.002404728871345421,0.0,-0.0848251709761877
W_F_0014,16,23,1,0.0,0.0,-0.046592387118833664,-0.018849401547904463,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0026340682762754065,0.0,-0.0006920920866956647,-0.003168473842349824,0.0,-0.07216692795933655
W_F_0014,16,27,1,0.0,0.0,-0.049294250452377494,-0.010811517307412356,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.001710290872594585,0.0,-0.0006920920866956647,-0.0025144236214130634,0.0,-0.06525307942777069
W_F_0014,17,22,1,0.0,0.0,-0.0872798294295862,-0.006465706252635188,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.000653649053966689,0.0,0.003923085543874002,-0.0032987041460455194,0.0,-0.09400530842563712
W_F_0014,18,24,1,0.0,0.0,-0.06858197720922345,-0.004501525283213465,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0013879325489605592,0.0,-0.0006920920866956647,-0.004265597321320021,0.0,-0.07965962953669069
W_F_0014,18,39,0,0.0,0.0,0.06046092507569003,0.0028064014687813293,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-1.290266782632616e-05,0.0,-0.0006920920866956647,-0.0034511281166029364,0.0,0.059618592750908625
W_F_0014,20,8,0,0.0,0.0,-0.009677790982567134,0.0026376472708127814,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.002507628439685621,0.0,-0.0006920920866956647,-0.003566163578287855,0.0,-0.014036532903701021
W_F_0014,20,27,0,0.0,0.0,-0.05083822338073313,-0.0049838489523699485,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0008732706834767088,0.0,-0.0006920920866956647,-0.003611189577674235,0.0,-0.06122912976822721
W_F_0014,21,6,1,0.0,0.0,-0.0008309891840834424,0.0013634974128097206,0.0,0.0,0.0,0.0,-0.00015906781518297468,0.0,0.0,0.0,0.0,0.0,-0.0014587655973551537,0.0,-0.0006920920866956647,-0.002998115695504999,0.0,-0.004775532966012514
W_F_0014,21,32,1,0.0,0.0,0.005412682549825757,0.0010966624935236694,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.002647186480011039,0.0,-0.0006920920866956647,-0.0019796302933147436,0.0,0.0009599310960504486
W_F_0014,21,36,0,0.0,0.0,0.032993547105788425,0.0013182054288116063,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,-0.0037528589574557384,0.0,-0.0006920920866956647,-0.0025683376562323675,0.0,0.02803855043881042
W_F_0014,22,35,1,0.0,0.0,0.05405275298223054,0.0007947434085201807,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.001004031876059409,0.0,-0.0006920920866956647,-0.003994623896013765,0.0,0.0496641376095441
W_F_0014,23,1,1,0.0,0.0,0.03797433784437435,0.0014383679858604812,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,0.0187191955442509,0.0,0.003923085543874002,0.01999981597786306,0.0,0.08279488950081695
W_F_0014,23,14,0,0.0,0.0,-0.030972577519447195,-0.01027164424596859,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.0018428311156747583,0.0,-0.0006920920866956647,-0.0020633586374946616,0.0,-0.0460005334397369
W_F_0014,24,2,0,0.0,0.0,0.03388628093808018,0.0005999524681114772,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,0.021186771103451577,0.0,0.003923085543874002,0.046155783913709614,0.0,0.106491960571821
W_F_0014,24,20,1,0.0,0.0,-0.0602674528976771,-0.015573155324394267,0.0,0.0,0.0,0.0,-0.00011986354306593903,0.0,0.0,0.0,0.0,0.0,-0.0014691629568133154,0.0,-0.0006920920866956647,-0.0022291275461671536,0.0,-0.08035085435481344
W_F_0014,24,27,1,0.0,0.0,-0.04883188136193698,-0.0015286704471582058,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.0008908700930775306,0.0,0.003923085543874002,-0.003116854489575695,0.0,-0.05060322068233045
W_F_0014,25,6,0,0.0,0.0,-0.028940291292414166,0.003123931695767683,0.0,0.0,0.0,0.0,-0.00011986354306593903,0.0,0.0,0.0,0.0,0.0,-0.0029895246231492626,0.0,-0.0006920920866956647,-0.0030855634025679732,0.0,-0.032703403252125327
W_F_0014,25,19,0,0.0,0.0,-0.07018054828333511,-0.012340599660963491,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,0.01489104374811322,0.0,0.003923085543874002,-0.0021547421119797287,0.0,-0.06609226585156863
W_F_0014,27,13,1,0.0,0.0,-0.04267282755384387,0.0007792228594559842,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.0009199030537417627,0.0,0.003923085543874002,-0.001957546877436258,0.0,-0.041005998916147944
W_F_0014,27,34,1,0.0,0.0,0.034177892876148745,0.0008251227113732073,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,-0.0021120286979006545,0.0,-0.0006920920866956647,-0.00409923706375561,0.0,0.028607046816732234
W_F_0014,28,32,1,0.0,0.0,0.012689259806958777,0.003917457967436527,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,0.0005500194729669332,0.0,-0.0006920920866956647,-0.002068158782259633,0.0,0.014238456543950905
W_F_0014,29,13,1,0.0,0.0,-0.029138030206577178,0.0014539553520236386,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0022012771020536656,0.0,-0.0006920920866956647,-0.00420205727022965,0.0,-0.03501000640081005
W_F_0014,29,24,0,0.0,0.0,-0.06188405891408146,0.0014509263108482475,0.0,0.0,0.0,0.0,-0.00019333593670944356,0.0,0.0,0.0,0.0,0.0,-0.0015876197959021595,0.0,0.003923085543874002,-0.004057078376468335,0.0,-0.06234808116843915
W_F_0014,29,26,1,0.0,0.0,-0.017446823124210968,0.0027279067434683177,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.003483476665368487,0.0,-0.0006920920866956647,-0.0027073475729582777,0.0,-0.02183233779304261
W_F_0014,30,14,0,0.0,0.0,-0.027382381193333413,0.000569949740044981,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0015099392710125998,0.0,-0.0006920920866956647,-0.00421083700538402,0.0,-0.03345580490365825
W_F_0014,30,15,1,0.0,0.0,-0.028750817355155396,0.0010714368183538747,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0032677881450329333,0.0,-0.0006920920866956647,-0.003972111428994514,0.0,-0.03584187728480216
W_F_0014,30,16,1,0.0,0.0,-0.034995816921164956,0.0012841638725439792,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.00011481609662427017,0.0,-0.0006920920866956647,-0.0032335619393375485,0.0,-0.03798262825855599
W_F_0014,30,18,1,0.0,0.0,-0.03397794200122123,0.002834567560145763,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.002258416184667825,0.0,0.003923085543874002,-0.0026235452668669744,0.0,-0.032332755436013785
W_F_0014,30,22,1,0.0,0.0,-0.016203601707622466,0.0008017526121327944,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0009102223089424619,0.0,0.003923085543874002,0.0212442465200437,0.0,0.00862475557220804
W_F_0014,31,5,1,0.0,0.0,0.03314306142840414,0.0018755749701943973,0.0,0.0,0.0,0.0,0.0007400866045941602,0.0,0.0,0.0,0.0,0.0,-0.0011594778596462092,0.0,-0.0006920920866956647,0.0002590160707611896,0.0,0.034166169127612014
W_F_0014,31,16,1,0.0,0.0,-0.013941480197080955,0.0012144491241535037,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0007852219665548579,0.0,0.003923085543874002,0.0006975217602467581,0.0,-0.00912215082263908
W_F_0014,32,5,1,0.0,0.0,0.032505774793397293,0.004335978374643895,0.0,0.0,0.0,0.0,0.0005073890775622098,0.0,0.0,0.0,0.0,0.0,0.0010784437344957534,0.0,-0.0006920920866956647,-0.002017260835920243,0.0,0.03571823305748325
W_F_0014,32,22,1,0.0,0.0,-0.0010282270264474283,0.0035972319052279193,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0035986680116734606,0.0,0.003923085543874002,0.018784668933000646,0.0,0.02144758625670415
W_F_0014,32,27,1,0.0,0.0,0.005690509498967915,0.002293862727537874,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0011903959991961305,0.0,-0.0006920920866956647,-0.003087039557903421,0.0,0.002784339495433041
W_F_0014,33,8,0,0.0,0.0,0.04166826176845887,0.005248150435712394,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.0018477883985989255,0.0,-0.0006920920866956647,-0.004648343532000767,0.0,0.03957015835241987
W_F_0014,33,15,1,0.0,0.0,-0.0016990171956996216,0.0018925485669768422,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.002410056919725285,0.0,-0.0006920920866956647,-0.0048829714446874005,0.0,-0.00802209416710866
W_F_0014,33,22,1,0.0,0.0,0.011732100588180989,0.0011381869321484552,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0028262851081360374,0.0,0.003923085543874002,0.03031428366001253,0.0,0.04405086652880241
W_F_0014,33,25,1,0.0,0.0,-0.0005527894181464027,0.0029231576083218066,0.0,0.0,0.0,0.0,-0.00023050508727753024,0.0,0.0,0.0,0.0,0.0,-0.0022584797478316532,0.0,-0.0006920920866956647,-0.0043950104969320706,0.0,-0.0052057192285615145
W_F_0014,33,27,1,0.0,0.0,-0.0019016405285118853,0.003237366540727758,0.0,0.0,0.0,0.0,-0.00015802983445603304,0.0,0.0,0.0,0.0,0.0,-0.0011702375553702838,0.0,0.003923085543874002,-0.0025100120001502,0.0,0.0014205321661133578
